iter	Logloss
268	0.4205482831
269	0.42041728
270	0.4202993222
271	0.4201453972
272	0.4200602828
273	0.4199825169
274	0.4199264706
275	0.4197848717
276	0.4197096003
277	0.4194922805
278	0.4192486792
279	0.4190787876
280	0.4188745018
281	0.4187269141
282	0.4186701599
283	0.4185812926
284	0.4184593909
285	0.4183719393
286	0.4182698133
287	0.4181668446
288	0.4179859414
289	0.4179114902
290	0.4178082518
291	0.4176802712
292	0.4175151774
293	0.4173192177
294	0.4172487554
295	0.4171210445
296	0.4170258737
297	0.4168301612
298	0.4166881803
299	0.4164836249
300	0.4163811955
301	0.4163475767
302	0.4162715637
303	0.4161804604
304	0.4161111441
305	0.4160090069
306	0.4159008919
307	0.4158359915
308	0.4157580121
309	0.4156286495
310	0.4155489398
311	0.4154842528
312	0.4152666072
313	0.4151812681
314	0.4149967918
315	0.4149084976
316	0.4148283833
317	0.4147332912
318	0.4146703346
319	0.4145472643
320	0.4144295649
321	0.414269651
322	0.4141623788
323	0.4140703541
324	0.4139579582
325	0.4138261798
326	0.4137319528
327	0.4136576477
328	0.4134984304
329	0.413353809
330	0.4132308848
331	0.4132007829
332	0.413074926
333	0.4129865868
334	0.4128655278
335	0.4126583431
336	0.412435394
337	0.4122170517
338	0.4120786776
339	0.4119056623
340	0.4117986373
341	0.411722231
342	0.4115939358
343	0.4114481234
344	0.411446393
345	0.4113620876
346	0.4111948364
347	0.4110409676
348	0.4109932362
349	0.4108507833
350	0.4107430055
351	0.4105128989
352	0.4104229305
353	0.4102553198
354	0.410150733
355	0.4100548094
356	0.4099143566
357	0.409766207
358	0.4095925737
359	0.4093901869
360	0.4092964431
361	0.4090647634
362	0.4088934223
363	0.4087961615
364	0.4086908669
365	0.4085883701
366	0.4084690077
367	0.4083616681
368	0.4083218132
369	0.4082456541
370	0.4080590654
371	0.4079578046
372	0.407739541
373	0.4076338531
374	0.4075413677
375	0.4074625232
376	0.4072732265
377	0.4071353693
378	0.4070446368
379	0.4069337466
380	0.4067567199
381	0.4065434115
382	0.4063837897
383	0.406297282
384	0.4061131428
385	0.4059685102
386	0.4058881712
387	0.4058389228
388	0.405786989
389	0.4056792112
390	0.4055213984
391	0.4054267108
392	0.4053671588
393	0.4052327062
394	0.4050697697
395	0.4049318227
396	0.4047448632
397	0.4045452966
398	0.4044384963
399	0.4043707532
400	0.4042096033
401	0.4041330284
402	0.404015093
403	0.4039018881
404	0.4037404573
405	0.403624713
406	0.4034409221
407	0.403382314
408	0.4032225461
409	0.4030514072
410	0.4029390563
411	0.4028744929
412	0.4027164555
413	0.402589621
414	0.4024860905
415	0.4024120438
416	0.4023323565
417	0.4022103536
418	0.4021711167
419	0.4020801145
420	0.4019614151
421	0.4017800625
422	0.4016621945
423	0.4015898557
424	0.4014484141
425	0.4013614233
426	0.401261949
427	0.4011159456
428	0.4009954371
429	0.4009297839
430	0.4008037022
431	0.4007458919
432	0.4005950793
433	0.4004496826
434	0.4003743774
435	0.4002142613
436	0.4001298548
437	0.3999688959
438	0.3998984111
439	0.3998425558
440	0.3997794981
441	0.3996342475
442	0.3994698391
443	0.3993104645
444	0.3991686409
445	0.3990795265
446	0.398897039
447	0.3987766316
448	0.3987157987
449	0.3985805259
450	0.3984540397
451	0.3984219603
452	0.3981857412
453	0.3980234789
454	0.3978568345
455	0.3978096312
456	0.3976493802
457	0.3975691198
458	0.3974441618
459	0.3973230915
460	0.3972567978
461	0.397119244
462	0.3970266912
463	0.3969265653
464	0.3968426195
465	0.3967519094
466	0.3966639635
467	0.3965565003
468	0.3964280141
469	0.3964073956
470	0.3962531897
471	0.3960513423
472	0.3959694864
473	0.3959186987
474	0.3957420652
475	0.3955654656
476	0.3954229453
477	0.3953419546
478	0.395137388
479	0.3950628918
480	0.3949191019
481	0.3948534037
482	0.3947425471
483	0.394724558
484	0.3946116227
485	0.3945315084
486	0.3943735384
487	0.3942155122
488	0.3941245662
489	0.394039081
490	0.3938926393
491	0.3938769423
492	0.3936905671
493	0.3935957559
494	0.3935602045
495	0.3934323138
496	0.3932838159
497	0.3931858698
498	0.3930600465
499	0.3928745141
500	0.3926840376
501	0.3924926398
502	0.3924380543
503	0.392328546
504	0.3921915203
505	0.3919739646
506	0.3918444671
507	0.3916787441
508	0.3915548535
509	0.3914842114
510	0.3913183423
511	0.3911567205
512	0.3910768871
513	0.3909190407
514	0.39085332
515	0.3907793632
516	0.3906213033
517	0.3905156154
518	0.3903598813
519	0.3902768007
520	0.3901270781
521	0.3900510875
522	0.3899015671
523	0.3897468219
524	0.3896754606
525	0.3895771774
526	0.3894425674
527	0.3893386773
528	0.3892240566
529	0.3890588617
530	0.3888667223
531	0.3887632367
532	0.3887187188
533	0.3886562454
534	0.3885258491
535	0.3883436313
536	0.3881845151
537	0.3880343767
538	0.3879776001
539	0.3878897441
540	0.3878066297
541	0.3876447439
542	0.3874739252
543	0.3873525178
544	0.387322225
545	0.387203402
546	0.3871244506
547	0.3869723515
548	0.3867862685
549	0.3866066912
550	0.386470216
551	0.386339432
552	0.3862167887
553	0.3860747122
554	0.3860630715
555	0.3858874044
556	0.3857482045
557	0.385546475
558	0.3854525795
559	0.3853683135
560	0.385266738
561	0.3852001241
562	0.3851345326
563	0.3849915068
564	0.3847900357
565	0.3846651732
566	0.3845595864
567	0.3844619436
568	0.3843271764
569	0.3842309831
570	0.3841760436
571	0.3840812829
572	0.3840300907
573	0.3839269927
574	0.3837906356
575	0.3836411826
576	0.3835345284
577	0.383498005
578	0.3834098737
579	0.3832496452
580	0.383108316
581	0.3829348344
582	0.3828468042
583	0.3827626393
584	0.3825940229
585	0.3824414856
586	0.3823235783
587	0.3821900358
588	0.3820835838
589	0.3820238633
590	0.3818400612
591	0.3817680539
592	0.3816716752
593	0.3816321237
594	0.3815745156
595	0.3814182703
596	0.3812881324
597	0.3811803714
598	0.3810874815
599	0.3810210418
600	0.3809681978
601	0.3808504085
602	0.3807801035
603	0.3807346698
604	0.3806225267
605	0.3805282997
606	0.380365706
607	0.3802387872
608	0.3800674517
609	0.3799354261
610	0.3798091928
611	0.379754978
612	0.3795476641
613	0.3793657553
614	0.3792734947
615	0.3791988974
616	0.3791042659
617	0.379038197
618	0.3789401722
619	0.3788224278
620	0.3787068014
621	0.3785744668
622	0.3783707766
623	0.3782917972
624	0.3781173942
625	0.3779619579
626	0.3777826952
627	0.3776742151
628	0.3775707801
629	0.3774311701
630	0.3773043581
631	0.3772040972
632	0.3770777291
633	0.3769806594
634	0.3768846178
635	0.376801054
636	0.3766468144
637	0.3765043672
638	0.3764004995
639	0.376341206
640	0.3762198941
641	0.3761407799
642	0.3760251423
643	0.3758694139
644	0.375755046
645	0.3755933736
646	0.3754903768
647	0.3754311956
648	0.3753748628
649	0.375295389
650	0.3751376156
651	0.375066996
652	0.3749626733
653	0.3748396479
654	0.3746794474
655	0.3746318171
656	0.3744993758
657	0.3744035027
658	0.3743118207
659	0.3742831122
660	0.374173604
661	0.3741084901
662	0.3740009145
663	0.3739950323
664	0.3738472816
665	0.3737781395
666	0.3736508163
667	0.3735009251
668	0.3733218703
669	0.3732426886
670	0.3731551922
671	0.373039049
672	0.3729136359
673	0.3728177965
674	0.37277779
675	0.3726171963
676	0.3725209917
677	0.3723837806
678	0.3722923796
679	0.3721626405
680	0.3721497582
681	0.3720112549
682	0.371955085
683	0.3717824742
684	0.3716558926
685	0.3715943967
686	0.3714922707
687	0.3714525675
688	0.3712505739
689	0.371135015
690	0.3710249394
691	0.3709845171
692	0.3709116221
693	0.3707445676
694	0.3706453068
695	0.3705140396
696	0.3704280376
697	0.3703976043
698	0.3703429681
699	0.3702156842
700	0.3701430196
701	0.3701051704
702	0.3700417587
703	0.3699376608
704	0.3698252592
705	0.3697748535
706	0.3696736882
707	0.3695241903
708	0.3694671047
709	0.3694092887
710	0.3692429139
711	0.3691587266
712	0.3690818146
713	0.3689548453
714	0.3688562531
715	0.3686973223
716	0.3685793701
717	0.3684669573
718	0.3684069278
719	0.3683990849
720	0.3683176897
721	0.3682559804
722	0.3681975633
723	0.3681558376
724	0.3680583634
725	0.368011278
726	0.3679430348
727	0.3677709801
728	0.3676991189
729	0.3675473962
730	0.3674167021
731	0.3673207728
732	0.3672752998
733	0.3671598757
734	0.3670269119
735	0.3669082293
736	0.3668146372
737	0.3666266271
738	0.3664902531
739	0.3663831944
740	0.3662638938
741	0.3662435563
742	0.3661729085
743	0.3661098621
744	0.3660127867
745	0.3658383163
746	0.3657927534
747	0.3657132684
748	0.3655642031
749	0.3654673974
750	0.3653321077
751	0.3651403166
752	0.3649971559
753	0.3648352476
754	0.364622029
755	0.3645112511
756	0.3643888886
757	0.3643308816
758	0.3642081315
759	0.3640638585
760	0.3640088628
761	0.3639478557
762	0.3638286956
763	0.3637679245
764	0.363686445
765	0.3636229154
766	0.363496609
767	0.3634130003
768	0.3633837805
769	0.3633401334
770	0.3632197092
771	0.3631210496
772	0.3630247327
773	0.3629149267
774	0.3628223515
775	0.3627340291
776	0.3626026272
777	0.3625492439
778	0.362437612
779	0.3623221598
780	0.3622074492
781	0.3621050198
782	0.3619866238
783	0.3619203188
784	0.3618410698
785	0.361820558
786	0.3617642252
787	0.3617271289
788	0.3616070923
789	0.3614983706
790	0.361419262
791	0.361234061
792	0.3611491264
793	0.3609835269
794	0.3608814515
795	0.3607723084
796	0.3606697442
797	0.3605279937
798	0.3604830993
799	0.3604571493
800	0.3603815913
801	0.3602831227
802	0.3600969385
803	0.3599854415
804	0.3599392662
805	0.3598419605
806	0.3597585878
807	0.3596948334
808	0.3596064999
809	0.3594524962
810	0.3593227516
811	0.3592031757
812	0.3591441687
813	0.3589167981
814	0.3588436166
815	0.3587415131
816	0.3586779385
817	0.3585789474
818	0.3584287079
819	0.3583413182
820	0.3582295908
821	0.3581091441
822	0.3580174172
823	0.35795759
824	0.3578253565
825	0.357673263
826	0.3575770023
827	0.3574492633
828	0.3573135073
829	0.3573066925
830	0.3572621296
831	0.3571522338
832	0.3570619058
833	0.3569646394
834	0.3568381196
835	0.3567579604
836	0.3567098469
837	0.3566022488
838	0.3564335482
839	0.3563013484
840	0.356182795
841	0.3560513369
842	0.3559811554
843	0.3559260867
844	0.3559162101
845	0.3557872688
846	0.3557265145
847	0.3556198322
848	0.3555451956
849	0.3554094508
850	0.3553232971
851	0.3552152103
852	0.3551315959
853	0.35503756
854	0.3549295687
855	0.3547938969
856	0.3547463565
857	0.3546146286
858	0.3545959933
859	0.3544255679
860	0.3542743565
861	0.354188523
862	0.3540836441
863	0.3539639109
864	0.3538412058
865	0.3536862133
866	0.3535857166
867	0.3534769668
868	0.3533943019
869	0.3533282104
870	0.3532606976
871	0.3531313294
872	0.3530830192
873	0.3529716289
874	0.3528562554
875	0.3527524103
876	0.3526905886
877	0.3526562956
878	0.3526385368
879	0.352509573
880	0.352463836
881	0.3523304227
882	0.3522571401
883	0.3521172379
884	0.3520677704
885	0.3520059263
886	0.3518467258
887	0.3517092338
888	0.3516405356
889	0.351575343
890	0.3515370275
891	0.3513711471
892	0.3512906958
893	0.3511508105
894	0.3510724715
895	0.3509732782
896	0.3509079564
897	0.3507986897
898	0.3507602843
899	0.3506689957
900	0.3505079918
901	0.3504590749
902	0.3503911351
903	0.3502999419
904	0.3501999733
905	0.3501866415
906	0.3500897291
907	0.350020351
908	0.3499971651
909	0.3498537741
910	0.349735805
911	0.3496473478
912	0.3494946588
913	0.349431736
914	0.349339436
915	0.3493338067
916	0.3493175479
917	0.3492505463
918	0.3491735557
919	0.3490199228
920	0.3488986727
921	0.3488177719
922	0.3488158449
923	0.3487771867
924	0.3487429612
925	0.3486491275
926	0.3485190177
927	0.3484434934
928	0.3483050126
929	0.3482193195
930	0.3480834905
931	0.3479653922
932	0.3479152393
933	0.347817046
934	0.3477365328
935	0.3475713098
936	0.3474747064
937	0.3473832941
938	0.3473179779
939	0.3472208015
940	0.3471663339
941	0.3470972929
942	0.3470459715
943	0.3469827509
944	0.346871973
945	0.34670366
946	0.3466198771
947	0.3465248411
948	0.3464718455
949	0.3463143586
950	0.3462649979
951	0.3461286576
952	0.3460090986
953	0.3459188548
954	0.3458058409
955	0.3456952934
956	0.3456320559
957	0.3455648296
958	0.3454713498
959	0.3453937132
960	0.3453051268
961	0.3451640673
962	0.3450955993
963	0.3449480621
964	0.344756934
965	0.3446910673
966	0.3445761769
967	0.3445005908
968	0.344393004
969	0.3443617898
970	0.3443566492
971	0.3442955298
972	0.3441529197
973	0.3440874237
974	0.3440312763
975	0.343936437
976	0.3438948518
977	0.3438034058
978	0.3437712308
979	0.3436544584
980	0.3435664058
981	0.3435112078
982	0.3434398634
983	0.3433944972
984	0.3433498163
985	0.3432413025
986	0.3431708683
987	0.3430683602
988	0.3429860718
989	0.3428957719
990	0.3428001572
991	0.3427298297
992	0.3426538279
993	0.3425283306
994	0.3424043726
995	0.3423618154
996	0.3422938418
997	0.3421298155
998	0.3420993709
999	0.3420285378
