epoch,mean accuracy
1,0.06666666666666667
2,0.06666666666666667
3,0.06666666666666667
4,0.06666666666666667
5,0.10714900947459087
6,0.0962962962962963
7,0.08475452196382428
8,0.08148148148148149
9,0.12540913006029286
10,0.15348837209302327
11,0.1305770887166236
12,0.17123169681309217
13,0.2260120585701981
14,0.12006890611541775
15,0.20430663221360895
16,0.22239448751076657
17,0.1996554694229113
18,0.1801894918173988
19,0.12868217054263567
20,0.25788113695090437
21,0.1693367786391042
22,0.19844961240310077
23,0.1276485788113695
24,0.1252368647717485
25,0.252885443583118
26,0.07527993109388459
27,0.3896640826873385
28,0.12420327304048234
29,0.13092161929371232
30,0.20275624461670974
31,0.2732127476313523
32,0.29319552110249786
33,0.19655469422911284
34,0.11903531438415159
35,0.2044788975021533
36,0.39276485788113696
37,0.06666666666666667
38,0.08975021533161068
39,0.25598621877691646
40,0.18397932816537468
41,0.20172265288544358
42,0.34814814814814815
43,0.496640826873385
44,0.18484065460809646
45,0.5939707149009474
46,0.2818260120585702
47,0.12058570198105081
48,0.27734711455641686
49,0.0987080103359173
50,0.06666666666666667
51,0.6733850129198966
52,0.2103359173126615
53,0.2847545219638243
54,0.17088716623600345
55,0.6273901808785529
56,0.14952627045650302
57,0.1453919035314384
58,0.09888027562446167
59,0.5343669250645995
60,0.23135228251507323
61,0.6625322997416021
62,0.475968992248062
63,0.14160206718346252
64,0.2168819982773471
65,0.20086132644272178
66,0.06683893195521103
67,0.2518518518518518
68,0.22635658914728682
69,0.5259259259259259
70,0.06666666666666667
71,0.2416881998277347
72,0.31093884582256676
73,0.1329888027562446
74,0.4036175710594315
75,0.31145564168819984
76,0.7219638242894056
77,0.18897502153316106
78,0.5128337639965547
79,0.08751076658053403
80,0.1569336778639104
81,0.6478897502153316
82,0.1223083548664944
83,0.10818260120585702
84,0.06098191214470284
85,0.624978466838932
86,0.19689922480620156
87,0.6859603789836348
88,0.638931955211025
89,0.26012058570198104
90,0.06666666666666667
91,0.15503875968992248
92,0.595176571920758
93,0.35038759689922483
94,0.5970714900947459
95,0.6616709732988802
96,0.06666666666666667
97,0.09922480620155039
98,0.26408268733850127
99,0.06666666666666667
100,0.14487510766580533
101,0.06666666666666667
102,0.07321274763135228
103,0.241343669250646
104,0.2215331610680448
105,0.24099913867355727
106,0.6895779500430663
107,0.08975021533161068
108,0.21378122308354866
109,0.06666666666666667
110,0.4537467700258398
111,0.06666666666666667
112,0.13316106804478897
113,0.1607235142118863
114,0.06666666666666667
115,0.14883720930232558
116,0.20172265288544358
117,0.20275624461670974
118,0.14987080103359174
119,0.15555555555555556
120,0.501464254952627
121,0.19483204134366924
122,0.13695090439276486
123,0.223083548664944
124,0.45133505598621876
125,0.6477174849267873
126,0.22515073212747633
127,0.1321274763135228
128,0.12385874246339362
129,0.234625322997416
130,0.602928509905254
131,0.1979328165374677
132,0.16520241171403963
133,0.12093023255813953
134,0.2098191214470284
135,0.22876830318690783
136,0.2582256675279931
137,0.24289405684754523
138,0.5739879414298019
139,0.1636520241171404
140,0.49440137812230833
141,0.06666666666666667
142,0.2268733850129199
143,0.4196382428940568
144,0.5385012919896641
145,0.13109388458225668
146,0.2585701981050818
147,0.21636520241171403
148,0.19655469422911284
149,0.2003445305770887
150,0.7712316968130921
151,0.19448751076658052
152,0.06666666666666667
153,0.22032730404823428
154,0.6049956933677864
155,0.0913006029285099
156,0.06666666666666667
157,0.4082687338501292
158,0.1917312661498708
159,0.5503875968992248
160,0.13316106804478897
161,0.21429801894918174
162,0.21481481481481482
163,0.5826012058570198
164,0.6301464254952627
165,0.2277347114556417
166,0.19569336778639104
167,0.32420327304048235
168,0.674074074074074
169,0.47114556416882
170,0.308182601205857
171,0.19621016365202412
172,0.556244616709733
173,0.19707149009474592
174,0.6840654608096468
175,0.18466838931955212
176,0.18449612403100776
177,0.3763996554694229
178,0.20430663221360895
179,0.08285960378983635
180,0.5753660637381568
181,0.5147286821705427
182,0.6578811369509044
183,0.12403100775193798
184,0.24754521963824289
185,0.12334194659776056
186,0.17846683893195522
187,0.7553832902670112
188,0.31593453919035314
189,0.1553832902670112
190,0.44427217915590006
191,0.13333333333333333
192,0.06511627906976744
193,0.4578811369509044
194,0.7109388458225667
195,0.06666666666666667
196,0.6532299741602067
197,0.11128337639965546
198,0.6087855297157623
199,0.19069767441860466
200,0.17037037037037037
