epoch,accuracy
1,0.21636520241171403
2,0.3049095607235142
3,0.7021533161068044
4,0.07372954349698536
5,0.6999138673557278
6,0.7836347975882859
7,0.8065460809646856
8,0.8261843238587424
9,0.6008613264427218
10,0.7934539190353144
11,0.7934539190353144
12,0.787941429801895
13,0.7979328165374677
14,0.8318690783807063
15,0.8191214470284238
16,0.7875968992248062
17,0.693712316968131
18,0.8356589147286821
19,0.8416881998277347
20,0.8434108527131783
21,0.8384151593453919
22,0.6401378122308354
23,0.06666666666666667
24,0.837037037037037
25,0.8232558139534883
26,0.8363479758828596
27,0.6130921619293712
28,0.8458225667527993
29,0.8329026701119724
30,0.8003445305770888
31,0.6931955211024978
32,0.6459948320413437
33,0.8411714039621017
34,0.841343669250646
35,0.8430663221360896
36,0.7500430663221361
37,0.8356589147286821
38,0.06666666666666667
39,0.8435831180017227
40,0.8435831180017227
41,0.6580534022394487
42,0.8351421188630491
43,0.8423772609819121
44,0.8334194659776055
45,0.8403100775193798
46,0.8447889750215332
47,0.7460809646856158
48,0.8292850990525409
49,0.8456503014642549
50,0.06666666666666667
51,0.8401378122308355
52,0.8503014642549527
53,0.8484065460809647
54,0.8435831180017227
55,0.8323858742463394
56,0.8375538329026702
57,0.8453057708871662
58,0.8456503014642549
59,0.8397932816537468
60,0.8468561584840655
61,0.7808785529715763
62,0.655297157622739
63,0.8418604651162791
64,0.8473729543496985
65,0.8439276485788114
66,0.5877691645133506
67,0.836520241171404
68,0.7925925925925926
69,0.8447889750215332
70,0.8227390180878553
71,0.843755383290267
72,0.8425495262704565
73,0.8087855297157622
74,0.8366925064599483
75,0.6175710594315246
76,0.8513350559862187
77,0.7061154177433248
78,0.8465116279069768
79,0.8394487510766581
80,0.8418604651162791
81,0.8158484065460809
82,0.846167097329888
83,0.5638242894056847
84,0.8465116279069768
85,0.8418604651162791
86,0.8458225667527993
87,0.846167097329888
88,0.8334194659776055
89,0.8508182601205857
90,0.5633074935400517
91,0.8503014642549527
92,0.8482342807924204
93,0.8385874246339362
94,0.8434108527131783
95,0.8480620155038759
96,0.8513350559862187
97,0.8440999138673557
98,0.8513350559862187
99,0.8373815676141257
100,0.8485788113695091
101,0.8494401378122308
102,0.8430663221360896
103,0.8435831180017227
104,0.8466838931955211
105,0.8136089577950043
106,0.8451335055986219
107,0.7321274763135228
108,0.8239448751076658
109,0.7953488372093023
110,0.8539190353143842
111,0.8394487510766581
112,0.8480620155038759
113,0.7982773471145564
114,0.8458225667527993
115,0.8254952627045651
116,0.8475452196382429
117,0.7874246339362618
118,0.5133505598621878
119,0.8318690783807063
120,0.6189491817398795
121,0.7322997416020672
122,0.7328165374677003
123,0.7807062876830319
124,0.8428940568475453
125,0.6621877691645134
126,0.8409991386735572
127,0.8459948320413436
128,0.643755383290267
129,0.8477174849267872
130,0.7097329888027563
131,0.6947459086993971
132,0.8031007751937984
133,0.8447889750215332
134,0.8470284237726098
135,0.8482342807924204
136,0.5767441860465117
137,0.8435831180017227
138,0.8385874246339362
139,0.8472006890611542
140,0.8478897502153316
141,0.8465116279069768
142,0.5633074935400517
143,0.8430663221360896
144,0.8456503014642549
145,0.8487510766580534
146,0.7452196382428941
147,0.6229112833763997
148,0.8458225667527993
149,0.7047372954349699
150,0.8477174849267872
151,0.8521963824289406
152,0.8406546080964685
153,0.5970714900947459
154,0.8439276485788114
155,0.8516795865633074
156,0.7991386735572782
157,0.6542635658914728
158,0.6570198105081826
159,0.8518518518518519
160,0.5061154177433247
161,0.8535745047372955
162,0.8349698535745047
163,0.8354866494401378
164,0.8425495262704565
165,0.8516795865633074
166,0.7496985357450474
167,0.8372093023255814
168,0.7848406546080965
169,0.8199827734711456
170,0.8442721791559001
171,0.8482342807924204
172,0.8456503014642549
173,0.8408268733850129
174,0.843238587424634
175,0.834108527131783
176,0.7524547803617571
177,0.8456503014642549
178,0.7429801894918174
179,0.821188630490956
180,0.8406546080964685
181,0.8468561584840655
182,0.8375538329026702
183,0.8515073212747631
184,0.7378122308354866
185,0.8472006890611542
186,0.7567614125753661
187,0.7040482342807924
188,0.8442721791559001
189,0.827906976744186
190,0.8475452196382429
191,0.8449612403100775
192,0.8044788975021533
193,0.8396210163652024
194,0.8434108527131783
195,0.8503014642549527
196,0.8501291989664083
197,0.8411714039621017
198,0.8430663221360896
199,0.8503014642549527
200,0.7216192937123169
